No. segment,IEMG,WL,MWL,Variance,DASDV
2,16.0694444444445,0.0277777777777778,0.0555555555555555,3.01068616718441e-05,0.00051832872976533
2,14.9652777777778,0.0277777777777778,0.0555555555555555,2.37003286783896e-05,0.00051832872976533
2,14.15625,0.0243055555555555,0.0486111111111111,3.92838125236424e-06,0.0004848521301259
2,14.4305555555555,0.0208333333333333,0.0416666666666666,7.16289867449208e-06,0.000448885847488095
2,14.8298611111111,0.0173611111111111,0.0347222222222222,8.27253974207236e-06,0.000409774840690089
2,15.5763888888889,0.0208333333333333,0.0416666666666667,8.44465304763652e-06,0.000448885847488096
2,15.9756944444444,0.0347222222222222,0.0694444444444445,1.49667678219009e-05,0.000579509137223199
2,15.8159722222222,0.0451388888888889,0.0902777777777778,2.0001991551511e-05,0.000660742076882295
2,16.4513888888889,0.0590277777777778,0.118055555555556,2.8433304651887e-05,0.000755587472244478
2,15.8923611111111,0.0555555555555555,0.111111111111111,3.39031494604258e-05,0.000733027519401749
2,15.4618055555556,0.0451388888888889,0.0902777777777777,2.80037210355601e-05,0.000660742076882295
2,16.0833333333333,0.0416666666666667,0.0833333333333333,2.98083453695107e-05,0.000634820453475005
2,15.8645833333333,0.03125,0.0625,2.22580285063964e-05,0.000549770639551312
2,16.9895833333333,0.03125,0.0625,2.58917181965508e-05,0.000549770639551312
2,18.0590277777778,0.03125,0.0625,8.56359313684751e-06,0.000549770639551312
2,18.1145833333333,0.0277777777777778,0.0555555555555556,7.72326974577875e-06,0.00051832872976533
2,18.0625,0.0243055555555556,0.0486111111111111,8.70137706764331e-06,0.000484852130125901
2,17.4652777777778,0.0277777777777778,0.0555555555555556,8.78943937683169e-06,0.000518328729765331
2,16.5694444444444,0.0208333333333333,0.0416666666666667,1.00241774323586e-05,0.000448885847488096
2,15.8715277777777,0.0138888888888889,0.0277777777777778,7.58968370048452e-06,0.000366513759700875
2,15.5173611111111,0.0173611111111111,0.0347222222222222,4.74631592075801e-06,0.00040977484069009
2,15.7743055555556,0.00694444444444445,0.0138888888888889,9.36510940861295e-06,0.000259164364882665
2,16.0416666666667,0.0138888888888889,0.0277777777777778,9.00026651535473e-06,0.000366513759700875
4,17.4965277777778,0.0277777777777778,0.0555555555555556,1.81011889964025e-05,0.00051832872976533
4,17.6180555555555,0.0277777777777778,0.0555555555555556,1.75568631763663e-05,0.00051832872976533
4,17.2222222222222,0.0277777777777778,0.0555555555555556,1.00823881113136e-05,0.000518328729765331
4,16.7708333333333,0.03125,0.0625,1.29462788868256e-05,0.000549770639551312
4,17.2013888888889,0.0347222222222222,0.0694444444444445,1.1265632104688e-05,0.000579509137223199
4,17.4756944444444,0.0381944444444445,0.0763888888888889,1.7022052563467e-05,0.000607794310715142
4,17.6180555555555,0.0416666666666667,0.0833333333333333,2.13853347537933e-05,0.000634820453475006
4,18.0138888888889,0.0520833333333333,0.104166666666667,1.66288506214871e-05,0.000709750843738677
4,18.03125,0.0520833333333333,0.104166666666667,1.56488775727329e-05,0.000709750843738677
4,17.5868055555556,0.0451388888888889,0.0902777777777778,1.23338540353195e-05,0.000660742076882295
4,16.7361111111111,0.0347222222222222,0.0694444444444444,1.32168092858153e-05,0.000579509137223199
4,16.3541666666667,0.0243055555555556,0.0486111111111111,9.58797048557378e-06,0.000484852130125901
4,16.0694444444444,0.0208333333333333,0.0416666666666667,7.53902921543231e-06,0.000448885847488096
4,16.0347222222222,0.0208333333333333,0.0416666666666667,7.09685194260081e-06,0.000448885847488096
4,16.5972222222222,0.0243055555555556,0.0486111111111111,8.20173540661264e-06,0.000484852130125901
4,17.3402777777778,0.0208333333333333,0.0381944444444445,1.10865223232879e-05,0.000448885847488096
4,18.1701388888889,0.0173611111111111,0.0347222222222222,1.3350302044765e-05,0.000409774840690089
4,18.5833333333333,0.0208333333333333,0.0416666666666667,8.78533477767462e-06,0.000448885847488095
4,17.7395833333334,0.0277777777777778,0.0555555555555555,4.17698003176691e-05,0.00051832872976533
4,17.3645833333333,0.0416666666666667,0.0833333333333333,4.55646888110836e-05,0.000634820453475005
4,17.1909722222222,0.0451388888888889,0.0902777777777778,4.09376861249145e-05,0.000660742076882295
4,16.9930555555556,0.0520833333333333,0.104166666666667,4.08635234810536e-05,0.000709750843738677
4,18.1805555555555,0.0520833333333333,0.104166666666667,1.86483134067731e-05,0.000709750843738677
6,15.5520833333333,0.0277777777777778,0.0555555555555556,1.29890973189415e-05,0.00051832872976533
6,15.2222222222222,0.0347222222222222,0.0694444444444444,1.02301536809687e-05,0.000579509137223199
6,15.5798611111111,0.0486111111111111,0.0972222222222222,3.14180012434995e-05,0.000685684458169533
6,16.7118055555556,0.0625,0.125,4.30489426731681e-05,0.000777493094647996
6,16.96875,0.0486111111111111,0.0972222222222222,3.56643956441934e-05,0.000685684458169533
6,17.1215277777778,0.0451388888888889,0.0868055555555556,3.21725011976475e-05,0.000660742076882295
6,16.6805555555555,0.0277777777777778,0.0555555555555556,1.97901382631987e-05,0.000518328729765331
6,15.8159722222222,0.0208333333333333,0.0416666666666667,3.61344655340241e-06,0.000448885847488095
6,15.625,0.0243055555555556,0.0486111111111111,3.89563774545204e-06,0.000484852130125901
6,15.6840277777778,0.0208333333333333,0.0416666666666667,3.86867799189756e-06,0.000448885847488095
6,16.0138888888889,0.0243055555555556,0.0486111111111111,9.57640297885835e-06,0.000484852130125901
6,16.7569444444444,0.0208333333333333,0.0416666666666667,1.16462403901632e-05,0.000448885847488096
