No. segment,MAV,WL,MWL,SCC,ZC,IEMG,SSI,Mean,Variance,SD,RMS,WAMP,AAC,Skewness,Kurtosis,DASDV,MMAV1,MMAV2,MAX,RSSL
1,0.0284395973154362,0.0100671140939597,0.0201342281879195,0,0,10.238255033557,0.292182784559254,0.0284395973154362,2.81597268009334e-06,0.00167808601689345,0.0284889249709063,0,2.80421005402778e-05,0.100125234864368,1.01002506265664,0.000306758876846983,0.0215091349739001,0.0139729905844866,0.0302013422818792,0.54053934598626
1,0.0279735272184936,0.00671140939597316,0.0134228187919463,0,0,10.0704697986577,0.282611143642178,0.0279735272184936,2.5197287643683e-06,0.00158736535314599,0.0280184038546382,0,1.86947336935185e-05,0.693889589342495,1.48148276219789,0.000250467574114791,0.0211828859060403,0.0139133015126135,0.0302013422818792,0.531611835498589
1,0.0287938105891126,0.0134228187919463,0.0268456375838926,0,0,10.3657718120805,0.300335570469799,0.0287938105891126,5.19637967350743e-06,0.00227955690288868,0.0288836540888998,0,3.73894673870371e-05,0.747696060351938,2.41306526421318,0.000354214640247825,0.0211735645041014,0.0128309009713825,0.0335570469798658,0.548028804416154
1,0.0283090976882923,0.0201342281879195,0.0402684563758389,0,0,10.1912751677852,0.29049367145624,0.0283090976882923,5.53723443771812e-06,0.00235313289843946,0.0284064581593028,0,5.60842010805556e-05,1.05308161383056,3.13569851120122,0.000433822564015341,0.0214345637583893,0.0135073616917597,0.0335570469798658,0.538974648250027
1,0.0289615958240119,0.0268456375838926,0.0536912751677852,0,0,10.4261744966443,0.304704743029593,0.0289615958240119,7.6492792957107e-06,0.00276573304852632,0.0290929899455366,0,7.47789347740741e-05,0.385807210024369,2.16120873649333,0.000500935148229581,0.0219379194630872,0.0141162634368661,0.0335570469798658,0.552000673033642
1,0.0317393736017897,0.0536912751677852,0.10738255033557,0,0,11.4261744966443,0.374566460970227,0.0317393736017897,3.31666846295036e-05,0.00575905240725448,0.0322561992736894,0,0.000149557869548148,1.84557683512944,6.91280120443832,0.00070842928049565,0.023149701715138,0.0134728429182009,0.0536912751677852,0.612018350190766
1,0.0396159582401193,0.104026845637584,0.13758389261745,0,0,14.261744966443,0.64902481870186,0.0396159582401193,0.000234072773481962,0.0152994370315369,0.0424599425178165,0,0.000289768372249537,1.37274618430713,4.9043483808198,0.00110603485967554,0.0282904548844146,0.0114864372274292,0.10738255033557,0.805620766056747
1,0.0985738255033557,0.426174496644295,0.345637583892618,0,0,35.4865771812081,7.26256700148642,0.0985738255033557,0.0104861262805422,0.102401788463592,0.142034493086543,0,0.00118711558953843,1.39105219714856,3.2857438728448,0.00234290962208489,0.0619034302759135,-0.00493124242156475,0.352348993288591,2.69491502676549
1,0.135412005965697,0.593959731543624,0.573825503355705,0,0,48.748322147651,10.2342349443719,0.135412005965697,0.0101201305150318,0.100598859412181,0.168607326059792,0,0.00165448393187639,0.669984460217634,2.02772894505993,0.00265660980185869,0.108617636092468,0.0557504483324419,0.352348993288591,3.19909908323763
1,0.152833706189411,0.60738255033557,0.604026845637584,0,0,55.0201342281879,11.1492275122742,0.152833706189411,0.00763313783604847,0.0873678306703816,0.175983170851601,0,0.00169187339926343,0.759710961545341,2.31842597759068,0.00268012008139515,0.131702087994034,0.103278933660383,0.352348993288591,3.33904589849769
1,0.163693139448173,0.590604026845638,0.64765100671141,0,0,58.9295302013423,11.8070695013738,0.163693139448173,0.00601868996242386,0.0775802163081791,0.181100566762211,0,0.00164513656502963,1.00867278772965,2.59800541832392,0.00259085673244883,0.117799217002237,0.0930917144809961,0.352348993288591,3.43614165909583
1,0.12427293064877,0.328859060402685,0.546979865771812,0,0,44.7382550335571,6.17406873564254,0.12427293064877,0.00171118292621264,0.0413664468647313,0.130958737518122,0,0.000916041950982409,1.84071613228776,5.7119848586744,0.00175327301880353,0.0889727815063386,0.0544819947395603,0.268456375838926,2.48476734034447
1,0.102693885160328,0.171140939597315,0.342281879194631,0,0,36.9697986577181,3.86542272870592,0.102693885160328,0.000191784041642777,0.0138486115420564,0.103620873174841,0,0.000476715709184723,0.341527501411181,2.32488982131697,0.00126479925083595,0.0780574198359434,0.0543055118187608,0.134228187919463,1.96606783420764
1,0.101882923191648,0.140939597315436,0.281879194630873,0,0,36.6778523489933,3.79714877708212,0.101882923191648,0.000167972042827363,0.0129604028805961,0.102701682030504,0,0.000392589407563889,0.499368748149023,2.97977069757675,0.00114778661751299,0.075755033557047,0.0474798261728567,0.134228187919463,1.94862740848068
1,0.0966349739000746,0.130872483221476,0.261744966442953,0,0,34.7885906040269,3.43312238187469,0.0966349739000746,0.000198684782267902,0.0140955589554974,0.0976547544196545,0,0.000364547307023611,0.755045386976411,3.2275381065376,0.00110603485967554,0.0728141312453393,0.0475933073954002,0.134228187919463,1.85286868986302
1,0.0926733780760626,0.110738255033557,0.221476510067114,0,0,33.3624161073825,3.12238187469033,0.0926733780760626,8.51645494148862e-05,0.009228464087533,0.0931304621767278,0,0.000308463105943056,-0.0717985578352781,1.90581037696003,0.00101740409561228,0.0701575316927666,0.0454364609990349,0.10738255033557,1.76702628013573
1,0.0866237882177479,0.10738255033557,0.214765100671141,0,0,31.1845637583893,2.77903022386379,0.0866237882177479,0.00021644896154379,0.0147122045099907,0.0878608467954961,0,0.000299115739096297,-0.246193664178457,1.81719789386189,0.00100187029645916,0.0654036167039523,0.0466825406503187,0.10738255033557,1.66704235814924
1,0.0752889634601044,0.104026845637584,0.208053691275168,0,0,27.1040268456376,2.11203324174587,0.0752889634601044,0.000198883439952564,0.0141026040131801,0.0765947713936769,0,0.000289768372249537,0.211413465131787,1.65195389368855,0.000986091825382249,0.0573918717375093,0.0408840969641048,0.100671140939597,1.45328360678357
1,0.0705070842654735,0.0838926174496644,0.167785234899329,0,0,25.3825503355705,1.84782217017252,0.0705070842654735,0.00016204054259004,0.0127295146250766,0.0716438368709432,0,0.000233684171168982,1.02128466465273,2.74884188933748,0.000885536600619563,0.0510533184190902,0.0325989231154547,0.100671140939597,1.35934622895439
1,0.0657531692766592,0.0704697986577181,0.13758389261745,0,0,23.6711409395973,1.56819512634566,0.0657531692766592,3.27091620408353e-05,0.00571919242907907,0.0660007391866363,0,0.000196294703781945,0.226924449437418,2.26331284161509,0.000811607700598605,0.0485831469052946,0.0289560403861798,0.0771812080536913,1.252275978507
1,0.0635626398210291,0.0671140939597315,0.134228187919463,0,0,22.8825503355705,1.47017026260078,0.0635626398210291,4.37185443853755e-05,0.00661200002914213,0.0639046655965132,0,0.000186947336935185,0.300090761369446,2.22354848691754,0.00079204801421977,0.0490538777032066,0.0329164542462298,0.0771812080536913,1.21250577837831
1,0.0633389261744967,0.0805369127516778,0.161073825503356,0,0,22.8020134228188,1.46145443898924,0.0633389261744967,4.79091759649964e-05,0.00692164546657775,0.0637149563592332,0,0.000224336804322222,0.192770760721083,2.14822703196736,0.000867645128030681,0.0479166666666667,0.0321641525386723,0.0771812080536913,1.20890629868044
1,0.0594332587621178,0.100671140939597,0.201342281879195,0,0,21.3959731543624,1.30140534210171,0.0594332587621178,8.29329614238422e-05,0.00910675361607209,0.0601249934650426,0,0.000280421005402778,0.157441990087468,2.51328668884062,0.000970056743311556,0.0442953020134228,0.0308664351525902,0.0771812080536913,1.14079154191364
1,0.0558724832214765,0.13758389261745,0.271812080536913,0,0,20.1140939597315,1.1516823566506,0.0558724832214765,7.75988283295227e-05,0.00880901971444738,0.056560743076473,0,0.00038324204071713,-0.209550117671361,3.11589146067131,0.0011340401741122,0.0415687919463087,0.0243750876693339,0.0771812080536913,1.07316464563952
1,0.053392990305742,0.144295302013423,0.288590604026846,0,0,19.2214765100671,1.05887122201703,0.053392990305742,9.07496185319376e-05,0.00952625941972701,0.054233835841173,0,0.000401936774410649,0.135551710863433,2.69348394065624,0.00116137036391643,0.0402265100671141,0.0278900821425688,0.0771812080536913,1.02901468503468
1,0.0504567486950037,0.130872483221477,0.261744966442953,0,0,18.1644295302013,0.948256835277691,0.0504567486950037,8.84088559448926e-05,0.00940259836135164,0.0513229652754033,0,0.000364547307023611,0.826432993547574,3.40941505153629,0.00110603485967554,0.0384554436987323,0.0255370566862641,0.0771812080536913,0.973784799264032
1,0.0493661446681581,0.110738255033557,0.218120805369128,0,0,17.7718120805369,0.907999639655872,0.0493661446681581,8.544232165116e-05,0.00924350159036931,0.0502217206123636,0,0.000308463105943056,1.10951209974348,4.05115880090393,0.00101740409561228,0.0365119313944817,0.0233577078608634,0.0771812080536913,0.952890150886172
1,0.0443978374347502,0.0805369127516778,0.161073825503356,0,0,15.9832214765101,0.723109319400027,0.0443978374347502,3.7573400006477e-05,0.00612971451264061,0.0448178200979634,0,0.000224336804322222,-0.334974876526108,2.32651246470988,0.000867645128030681,0.0338133855331842,0.0238869407246666,0.0536912751677852,0.85035834763941
1,0.0430089485458613,0.0838926174496644,0.167785234899329,0,0,15.4832214765101,0.677086617719923,0.0430089485458613,3.11129301184581e-05,0.00557789656756542,0.0433681468399691,0,0.000233684171168982,-0.388857032650204,2.31326224523694,0.000885536600619563,0.0319817300521999,0.0197561589211274,0.0536912751677852,0.822852731489616
1,0.0406040268456376,0.0771812080536913,0.154362416107383,0,0,14.6174496644295,0.603891716589342,0.0406040268456376,2.88701894152927e-05,0.00537309867909503,0.0409570139356612,0,0.000214989437475463,0.346216348222214,2.20509477484704,0.000849376868859697,0.0303271812080537,0.0205118639900318,0.0536912751677852,0.777104701175679
1,0.0378262490678599,0.0604026845637584,0.11744966442953,0,0,13.6174496644296,0.521958470339174,0.0378262490678599,1.91126118758177e-05,0.00437179732785244,0.0380773507459624,0,0.000168252603241667,0.917253849682499,3.31939407073684,0.000751402722344372,0.0288543997017151,0.0191483234484784,0.0503355704697987,0.722466933734115
1,0.0384414615958241,0.0402684563758389,0.0805369127516778,0,0,13.8389261744967,0.538466735732625,0.0384414615958241,1.80450882124462e-05,0.00424795106050508,0.0386748100524182,0,0.000112168402161111,0.854926615774736,2.89474221152899,0.000613517753693965,0.0282205443698733,0.0172980186370149,0.0503355704697987,0.733802927040105
1,0.0393363161819538,0.0402684563758389,0.0805369127516779,0,0,14.1610738255034,0.568758164046664,0.0393363161819538,3.26286534002089e-05,0.00571214963041138,0.0397477519995598,0,0.000112168402161111,1.76140758752037,6.31224779240694,0.000613517753693965,0.0290594705443699,0.017056233085057,0.0604026845637584,0.754160569140726
1,0.0442393736017897,0.0738255033557047,0.147651006711409,0,0,15.9261744966443,0.739651367055538,0.0442393736017897,9.7736444153749e-05,0.00988617439426136,0.0453275537693115,0,0.000205642070628704,0.941213105368858,2.80411024711012,0.000830706965489293,0.032881245339299,0.0165863183053003,0.0704697986577181,0.860029864048649
1,0.0453765846383296,0.0973154362416107,0.194630872483221,0,0,16.3355704697987,0.771474257916311,0.0453765846383296,8.41834592704556e-05,0.00917515445485555,0.0462923757196315,0,0.000271073638556019,0.992382179789054,2.9782567735837,0.000953752107417199,0.0355285234899329,0.0251203276313488,0.0704697986577181,0.878336073445871
1,0.0485458612975392,0.12751677852349,0.25503355704698,0,0,17.4765100671141,0.880883743975497,0.0485458612975392,9.04498893936746e-05,0.00951051467554068,0.0494661428536815,0,0.000355199940176852,0.370581833088386,1.95654331609231,0.00109176284420016,0.0363301640566741,0.0218278231220553,0.0704697986577181,0.938554070885368
1,0.0481077554064132,0.120805369127517,0.241610738255034,0,0,17.3187919463087,0.864341696319986,0.0481077554064132,8.68342324022505e-05,0.00931848874025453,0.0489994811854616,0,0.000336505206483334,0.455393817143433,2.18696155434053,0.00106264392074348,0.0356077554064131,0.0233767777989891,0.0704697986577181,0.929699788275756
1,0.0457494407158836,0.0805369127516778,0.161073825503356,0,0,16.4697986577181,0.770168010449979,0.0457494407158836,4.64733514099281e-05,0.00681713659903688,0.0462531683734561,0,0.000224336804322222,0.480256874692223,3.08932312682803,0.000867645128030681,0.0350251677852349,0.0222710809033501,0.063758389261745,0.87759216635632
1,0.0476510067114093,0.0570469798657718,0.114093959731544,0,0,17.1543624161074,0.827597855952434,0.0476510067114093,2.83432237675561e-05,0.00532383543768551,0.0479466675922447,0,0.000158905236394908,0.813762983436099,4.56985338857055,0.000730232187940972,0.0352582028337061,0.0220057316614908,0.063758389261745,0.909724054838847
1,0.0470357941834451,0.0302013422818792,0.0604026845637584,0,0,16.9328859060402,0.800346831223819,0.0470357941834451,1.08498462828658e-05,0.00329391048495035,0.04715066958473,0,8.41263016208334e-05,-1.00660122376103,5.40443635730861,0.000531321960371738,0.0353281133482476,0.0219426596260195,0.0536912751677852,0.894621054538635
1,0.0464951528709918,0.023489932885906,0.0469798657718121,0,0,16.738255033557,0.782419710823837,0.0464951528709918,1.16211260305123e-05,0.00340897727045992,0.0466196105262771,0,6.54315679273149e-05,-0.458616672726236,3.47214736293983,0.000468581924416978,0.0354492915734526,0.023750012016798,0.0536912751677852,0.884544917357981
1,0.0453020134228189,0.0302013422818792,0.0604026845637584,0,0,16.3087248322148,0.744425926760057,0.0453020134228189,1.56207674150541e-05,0.00395231165459584,0.0454736164886378,0,8.41263016208334e-05,0.112681124347826,2.38423573813324,0.000531321960371738,0.0342188665175243,0.0228127058804036,0.0536912751677852,0.862801209294503
1,0.0438012677106638,0.0469798657718121,0.0939597315436241,0,0,15.768456375839,0.697389757218143,0.0438012677106638,1.86946465629551e-05,0.0043237306302492,0.0440135634782097,0,0.00013086313585463,0.699713197037289,2.59628375375579,0.000662674912593374,0.0324804250559284,0.0214045347208611,0.0536912751677852,0.835098651189273
1,0.0428877703206562,0.0369127516778523,0.0738255033557047,0,0,15.4395973154362,0.665296608260889,0.0428877703206562,8.70948399175251e-06,0.00295118349001761,0.0429889071047174,0,0.000102821035314352,-0.00164153584559019,2.0059252972477,0.000587398528476378,0.0318931767337807,0.0189438935713038,0.0469798657718121,0.81565716343381
1,0.0423471290082028,0.0503355704697987,0.100671140939597,0,0,15.244966442953,0.649936939777488,0.0423471290082028,1.21347607020415e-05,0.00348349834247721,0.0424897680420922,0,0.000140210502701389,-0.268028415425738,2.31799739935203,0.000685933701331339,0.0321634973900074,0.0214553547971583,0.0469798657718121,0.806186665591467
1,0.0439410887397465,0.0704697986577181,0.140939597315436,0,0,15.8187919463087,0.703864690779695,0.0439410887397465,2.44282732906862e-05,0.00494249666572333,0.0442174139520875,0,0.000196294703781945,0.282018608810448,2.66759972369933,0.000811607700598605,0.0328113348247577,0.0192404091988126,0.0570469798657718,0.838966441986624
1,0.0463739746457867,0.0704697986577181,0.140939597315436,0,0,16.6946308724832,0.786800144137652,0.0463739746457867,3.51079535831371e-05,0.00592519650164761,0.0467499300099789,0,0.000196294703781945,0.0746812490378924,2.41679828073539,0.000811607700598605,0.0342887770320656,0.0208984005659967,0.0570469798657718,0.887017555709949
