No. segment,IEMG,WL,MWL,Variance,DASDV
1,17.5416666666667,0.0347222222222222,0.0694444444444445,1.28153048591767e-05,0.000579509137223199
1,17.6319444444445,0.0277777777777778,0.0555555555555556,9.20139187405191e-06,0.000518328729765331
1,16.7395833333333,0.03125,0.0625,1.50376654437051e-05,0.000549770639551312
1,26.5833333333333,0.215277777777778,0.159722222222223,0.00325018430396506,0.00144296611490918
1,52.8506944444444,0.524305555555556,0.354166666666668,0.0184899280263762,0.00267454611002807
1,96.2604166666667,0.777777777777778,0.510416666666669,0.0388904530210268,0.00317410226737503
1,126.201388888889,0.913194444444444,0.708333333333336,0.0225116632558194,0.00337411699267282
1,138.666666666667,0.909722222222222,0.833333333333336,0.0119645916082052,0.00336913674347465
1,129.548611111111,0.788194444444444,0.694444444444447,0.014538622681006,0.00284491181708972
1,96.4340277777777,0.552083333333333,0.569444444444446,0.00791711793002946,0.00231078133063046
1,77.3993055555555,0.434027777777778,0.409722222222224,0.00460298695636002,0.00204887420345045
1,69.4930555555556,0.274305555555556,0.23263888888889,0.00220992775368154,0.00162882277642133
1,63.5868055555556,0.1875,0.375,0.000707288761356754,0.00134665754246429
1,62.2256944444444,0.225694444444444,0.451388888888889,0.000917948730750476,0.0014774641995032
1,60.9131944444444,0.215277777777778,0.427083333333333,0.00101994727351329,0.00144296611490918
1,54.2743055555556,0.197916666666667,0.395833333333333,0.000647873569121808,0.00138355910199511
1,48.8194444444444,0.135416666666667,0.267361111111111,0.000252238812564241,0.00114443884785872
1,47.7291666666667,0.121527777777778,0.243055555555556,0.000178121319293992,0.00108416232199709
1,44.25,0.121527777777778,0.243055555555556,0.000151405975962034,0.00108416232199709
1,41.6979166666667,0.152777777777778,0.305555555555556,0.000194069086314437,0.00121558862143028
1,40.7708333333333,0.170138888888889,0.340277777777778,0.000263193987714502,0.00128279815895306
1,39.0208333333333,0.166666666666667,0.333333333333333,0.000148339840391692,0.00126964090695001
1,41.5694444444445,0.159722222222222,0.315972222222222,0.000312876429057242,0.00124290863082361
1,46.0451388888889,0.159722222222222,0.319444444444444,0.000473901999575629,0.00124290863082361
1,47.7152777777778,0.121527777777778,0.243055555555556,0.000278649669267818,0.00108416232199709
1,48.5277777777778,0.149305555555556,0.204861111111111,0.000245378907936617,0.00120169572377464
1,58.5,0.340277777777778,0.402777777777779,0.00298357491660649,0.00181415055417866
1,65.6875,0.427083333333333,0.57638888888889,0.00406520209493965,0.00203241711603196
