No. segment,IEMG,WL,MWL,Variance,DASDV
1,51.1911111111111,0.413333333333333,0.8,0.00247238152007367,0.00226209964649839
1,75.1022222222222,0.488888888888889,0.928888888888889,0.00826232844626324,0.00246017839456247
1,103.657777777778,0.466666666666667,0.884444444444445,0.0151652274455411,0.00240361500844903
1,143.973333333333,0.626666666666667,0.831111111111113,0.0268616609924688,0.00278535024786854
1,182.52,0.782222222222222,0.640000000000005,0.0170898297740638,0.00311190687086153
1,198.902222222222,0.688888888888889,0.471111111111116,0.00864159183221186,0.00292035808611665
1,209.342222222222,0.635555555555556,0.360000000000005,0.00510513597059351,0.00280503494683998
1,197.604444444444,0.528888888888889,0.533333333333336,0.00471300923537796,0.00255884357800295
1,184.146666666667,0.444444444444444,0.795555555555556,0.00253070463220881,0.0023456880620856
1,175.697777777778,0.582222222222222,1.05777777777778,0.00356354238071766,0.00268476269991228
1,158.586666666667,0.648888888888889,1.2,0.0030632745280099,0.00283430566938922
1,144.373333333333,0.511111111111111,0.924444444444445,0.0042046232676502,0.00251547020600573
1,132.453333333333,0.346666666666667,0.688888888888889,0.002657428384745,0.002071655603134
1,121.826666666667,0.235555555555556,0.462222222222222,0.000847554592661372,0.00170768668579566
1,113.337777777778,0.235555555555556,0.471111111111111,0.000643616661126204,0.00170768668579566
1,110.502222222222,0.275555555555556,0.551111111111111,0.000736395642521713,0.00184699662708375
1,107.635555555556,0.293333333333333,0.582222222222222,0.00058837358765967,0.00190564599016795
1,102.502222222222,0.262222222222222,0.524444444444444,0.000573088788778462,0.00180175718839149
1,103.693333333333,0.208888888888889,0.417777777777778,0.000493649712851198,0.00160812271539429
1,104.133333333333,0.213333333333333,0.426666666666666,0.000511792014856081,0.00162514036089601
1,105.262222222222,0.244444444444444,0.488888888888889,0.000755016640492757,0.00173960882572376
1,112.711111111111,0.306666666666667,0.613333333333333,0.000957660931332653,0.00194847484314823
1,114.128888888889,0.324444444444444,0.648888888888889,0.000851179965687342,0.0020041567587806
1,112.817777777778,0.431111111111111,0.862222222222222,0.00135498225141473,0.00231023481708517
1,114.502222222222,0.382222222222222,0.76,0.00122428037033216,0.00217530161972205
1,111.284444444444,0.333333333333333,0.662222222222222,0.000834636526550278,0.00203142545112002
1,113.635555555556,0.28,0.555555555555556,0.00090180940044553,0.00186183217968346
1,114.004444444444,0.191111111111111,0.382222222222222,0.000570253294664726,0.00153817052643154
1,106.368888888889,0.208888888888889,0.413333333333334,0.00127167310506628,0.00160812271539429
1,109.764444444444,0.32,0.635555555555556,0.00209625900325168,0.00199038232229887
1,108.155555555556,0.342222222222222,0.68,0.00192318014909576,0.0020583329208732
1,109.644444444444,0.288888888888889,0.577777777777778,0.00175531330360589,0.0018911541753641
1,115.053333333333,0.275555555555556,0.546666666666667,0.000699555005330307,0.00184699662708375
1,112.52,0.182222222222222,0.36,0.000185149420544035,0.00150197320837972
1,112.986666666667,0.164444444444445,0.328888888888889,0.000161606657725506,0.00142682634518221
1,114.586666666667,0.164444444444445,0.328888888888889,0.00012705251212215,0.00142682634518221
1,113.066666666667,0.231111111111111,0.462222222222223,0.000359187042195399,0.00169149971681868
1,113.786666666667,0.271111111111111,0.542222222222222,0.000411078785377764,0.00183204094266822
1,112.248888888889,0.266666666666667,0.533333333333333,0.000378515843812449,0.00181696215997101
1,114.444444444444,0.293333333333333,0.586666666666667,0.000635825013086955,0.00190564599016795
1,117.911111111111,0.217777777777778,0.431111111111111,0.000294611995674618,0.00164198164345992
1,117.084444444444,0.124444444444445,0.244444444444445,0.000255999021821781,0.00124122145312231
1,119.284444444444,0.124444444444444,0.248888888888889,0.00019560492298757,0.00124122145312231
1,117.844444444444,0.177777777777778,0.355555555555556,0.000294678481225474,0.00148354339129139
1,116.857777777778,0.177777777777778,0.355555555555556,0.000312006908383675,0.00148354339129139
1,117.115555555556,0.177777777777778,0.355555555555556,0.000303339026636252,0.00148354339129139
1,116.728888888889,0.155555555555556,0.306666666666667,0.000246901964380558,0.00138772777215627
1,116.2,0.0844444444444444,0.168888888888889,5.26221671996973e-05,0.00102246172157009
1,112.866666666667,0.213333333333333,0.426666666666667,0.000829925375700678,0.00162514036089601
1,111.955555555555,0.302222222222222,0.604444444444444,0.00101757129046926,0.00193430392894586
1,109.462222222222,0.373333333333333,0.746666666666667,0.00118107668382299,0.00214985862025231
1,103.204444444444,0.373333333333333,0.742222222222222,0.00137512278811361,0.00214985862025231
1,99.7644444444444,0.275555555555556,0.551111111111111,0.00135697635941936,0.00184699662708375
1,100.546666666667,0.293333333333333,0.586666666666667,0.00154305031122116,0.00190564599016795
1,102.413333333333,0.244444444444444,0.488888888888889,0.00160913236356133,0.00173960882572376
1,104.56,0.32,0.64,0.00167069844217477,0.00199038232229887
1,108.693333333333,0.373333333333333,0.746666666666667,0.00120633584373603,0.00214985862025231
1,111.164444444444,0.337777777777778,0.671111111111111,0.0013929404572219,0.00204492344314018
1,112.537777777778,0.364444444444445,0.724444444444445,0.00157498293919629,0.00212411088161163
1,125.506666666667,0.426666666666667,0.848888888888889,0.00288102204339902,0.00229829553913905
1,133.124444444444,0.444444444444445,0.884444444444445,0.00148991077944756,0.0023456880620856
1,130.533333333333,0.546666666666667,1.09333333333333,0.0022295952405516,0.00260149390852091
1,130.782222222222,0.604444444444444,1.20444444444444,0.00225248216544203,0.0027355188500668
1,120.791111111111,0.506666666666667,1.01333333333333,0.00117825173569319,0.00250450949937436
1,123.306666666667,0.475555555555556,0.946666666666667,0.00182456893290691,0.00242639859844454
1,127.515555555556,0.364444444444445,0.724444444444445,0.00146392914321523,0.00212411088161163
1,125.342222222222,0.284444444444444,0.564444444444444,0.00164201825677943,0.00187655044966848
1,127.311111111111,0.231111111111111,0.457777777777778,0.00125948011356038,0.00169149971681868
1,120.808888888889,0.226666666666667,0.351111111111112,0.000588410269342901,0.00167515634110717
1,102.053333333333,0.324444444444444,0.364444444444445,0.00599234361566766,0.0020041567587806
1,86.1244444444445,0.315555555555556,0.346666666666667,0.00906129218871198,0.00197651189322851
1,65.2844444444444,0.355555555555556,0.426666666666668,0.00818113399895305,0.00209804718433326
1,46.6488888888889,0.306666666666667,0.44,0.000835312845084845,0.00194847484314823
1,43.0311111111111,0.195555555555556,0.386666666666667,0.000258055030166864,0.00155595343543076
